Date,Advancers,Decliners,Neutral
2007-10-05,1018,222,27
2007-10-08,385,843,39
2007-10-09,878,363,26
2007-10-10,537,695,36
2007-10-11,421,824,23
2007-10-12,778,440,50
2007-10-15,269,969,30
2007-10-16,283,949,36
2007-10-17,665,571,32
2007-10-18,622,603,43
2007-10-19,128,1121,20
2007-10-22,773,472,24
2007-10-23,875,369,25
2007-10-24,465,778,27
2007-10-25,606,629,35
2007-10-26,970,270,30
2007-10-29,719,515,36
2007-10-30,460,776,34
2007-10-31,961,277,32
2007-11-01,132,1120,18
2007-11-02,621,625,24
2007-11-05,296,957,17
2007-11-06,883,355,32
2007-11-07,88,1165,17
2007-11-08,701,543,26
2007-11-09,335,900,35
2007-11-12,421,811,38
2007-11-13,1099,148,23
2007-11-14,413,832,26
2007-11-15,269,969,33
2007-11-16,595,639,38
2007-11-19,185,1064,23
2007-11-20,684,552,36
2007-11-21,281,962,29
2007-11-23,1087,152,33
2007-11-26,250,1001,21
2007-11-27,889,356,27
2007-11-28,1163,87,22
2007-11-29,503,740,29
2007-11-30,873,376,24
2007-12-03,482,761,30
2007-12-04,387,860,28
2007-12-05,998,245,32
2007-12-06,1043,206,26
2007-12-07,615,633,27
2007-12-10,872,371,33
2007-12-11,122,1135,19
2007-12-12,759,488,29
2007-12-13,460,790,27
2007-12-14,195,1052,33
2007-12-17,202,1050,28
2007-12-18,879,369,33
2007-12-19,585,666,30
2007-12-20,766,486,29
2007-12-21,1031,227,24
2007-12-24,1007,244,31
2007-12-26,603,645,34
2007-12-27,220,1042,20
2007-12-28,671,581,32
2007-12-31,536,719,29
2008-01-02,412,854,18
2008-01-03,593,667,25
2008-01-04,183,1081,21
2008-01-07,695,567,23
2008-01-08,327,929,29
2008-01-09,814,441,30
2008-01-10,881,381,23
2008-01-11,346,912,28
2008-01-14,858,405,23
2008-01-15,216,1041,29
2008-01-16,615,641,30
2008-01-17,138,1128,20
2008-01-18,422,841,23
2008-01-22,574,684,28
2008-01-23,951,318,17
2008-01-24,775,482,29
2008-01-25,453,808,25
2008-01-28,1016,242,28
2008-01-29,809,441,36
2008-01-30,454,791,42
2008-01-31,984,271,32
2008-02-01,1036,234,17
2008-02-04,458,807,22
2008-02-05,148,1112,27
2008-02-06,453,803,31
2008-02-07,828,429,30
2008-02-08,498,750,39
2008-02-11,721,537,29
2008-02-12,844,418,25
2008-02-13,886,386,15
2008-02-14,188,1085,14
2008-02-15,553,704,30
2008-02-19,747,508,32
2008-02-20,861,389,37
2008-02-21,277,992,18
2008-02-22,797,460,30
2008-02-25,1089,181,17
2008-02-26,923,332,32
2008-02-27,544,717,26
2008-02-28,330,935,22
2008-02-29,101,1165,21
2008-03-03,668,595,24
2008-03-04,467,788,32
2008-03-05,801,458,28
2008-03-06,111,1154,22
2008-03-07,477,771,39
2008-03-10,197,1069,21
2008-03-11,1121,146,20
2008-03-12,425,840,22
2008-03-13,821,428,38
2008-03-14,153,1109,25
2008-03-17,262,997,28
2008-03-18,1177,93,18
2008-03-19,267,994,27
2008-03-20,944,320,25
2008-03-24,1043,222,24
2008-03-25,851,405,33
2008-03-26,476,778,35
2008-03-27,406,851,32
2008-03-28,340,907,42
2008-03-31,847,409,34
2008-04-01,1137,130,23
2008-04-02,749,505,36
2008-04-03,696,543,51
2008-04-04,653,595,42
2008-04-07,728,531,31
2008-04-08,528,727,35
2008-04-09,297,962,31
2008-04-10,830,423,37
2008-04-11,192,1069,29
2008-04-14,530,719,41
2008-04-15,821,441,28
2008-04-16,1135,134,21
2008-04-17,596,652,44
2008-04-18,993,269,30
2008-04-21,545,713,34
2008-04-22,290,970,32
2008-04-23,677,573,43
2008-04-24,821,443,30
2008-04-25,830,423,41
2008-04-28,711,544,39
2008-04-29,437,817,40
2008-04-30,634,624,36
2008-05-01,964,305,25
2008-05-02,680,576,38
2008-05-05,528,724,42
2008-05-06,807,443,44
2008-05-07,252,1015,27
2008-05-08,725,533,36
2008-05-09,530,713,52
2008-05-12,1000,259,36
2008-05-13,673,582,40
2008-05-14,744,506,45
2008-05-15,926,321,48
2008-05-16,649,603,43
2008-05-19,595,637,63
2008-05-20,426,829,40
2008-05-21,293,973,29
2008-05-22,771,478,46
2008-05-23,257,1001,37
2008-05-27,873,393,29
2008-05-28,768,493,34
2008-05-29,799,458,38
2008-05-30,676,575,44
2008-06-02,362,888,46
2008-06-03,526,732,38
2008-06-04,601,646,49
2008-06-05,1069,192,35
2008-06-06,149,1112,35
2008-06-09,480,780,36
2008-06-10,469,789,38
2008-06-11,177,1099,20
2008-06-12,678,580,38
2008-06-13,1002,260,34
2008-06-16,778,472,46
2008-06-17,427,831,38
2008-06-18,318,939,39
2008-06-19,742,521,33
2008-06-20,163,1114,19
2008-06-23,440,823,33
2008-06-24,403,861,32
2008-06-25,914,343,40
2008-06-26,171,1102,24
2008-06-27,477,786,34
2008-06-30,513,743,41
2008-07-01,598,654,45
2008-07-02,250,1022,25
2008-07-03,469,785,43
2008-07-07,386,873,38
2008-07-08,958,299,40
2008-07-09,353,921,23
2008-07-10,762,497,38
2008-07-11,474,801,22
2008-07-14,356,921,20
2008-07-15,351,920,26
2008-07-16,1018,254,25
2008-07-17,927,340,30
2008-07-18,619,643,35
2008-07-21,745,509,43
2008-07-22,951,317,29
2008-07-23,742,522,34
2008-07-24,203,1072,23
2008-07-25,784,471,43
2008-07-28,302,961,35
2008-07-29,1036,230,32
2008-07-30,836,425,37
2008-07-31,396,860,42
2008-08-01,586,676,36
2008-08-04,380,869,49
2008-08-05,1009,262,27
2008-08-06,685,576,37
2008-08-07,222,1047,30
2008-08-08,1031,243,25
2008-08-11,836,436,27
2008-08-12,385,883,31
2008-08-13,581,686,32
2008-08-14,862,398,39
2008-08-15,647,607,45
2008-08-18,301,965,34
2008-08-19,296,962,42
2008-08-20,723,546,31
2008-08-21,538,723,39
2008-08-22,958,304,38
2008-08-25,175,1094,31
2008-08-26,812,442,46
2008-08-27,1002,258,40
2008-08-28,1047,215,38
2008-08-29,349,908,43
2008-09-02,680,593,27
2008-09-03,633,627,40
2008-09-04,108,1168,24
2008-09-05,665,595,40
2008-09-08,950,313,37
2008-09-09,115,1157,28
2008-09-10,786,480,34
2008-09-11,691,575,34
2008-09-12,764,510,26
2008-09-15,57,1225,19
2008-09-16,741,546,15
2008-09-17,94,1193,15
2008-09-18,1010,273,19
2008-09-19,1137,152,15
2008-09-22,169,1116,19
2008-09-23,340,939,25
2008-09-24,469,797,38
2008-09-25,940,334,30
2008-09-26,504,775,25
2008-09-29,47,1248,9
2008-09-30,1064,216,24
2008-10-01,588,695,21
2008-10-02,124,1161,19
2008-10-03,339,931,34
2008-10-06,117,1174,13
2008-10-07,120,1172,12
2008-10-08,352,937,15
2008-10-09,75,1208,21
2008-10-10,531,756,17
2008-10-13,1215,69,20
2008-10-14,556,726,22
2008-10-15,34,1257,13
2008-10-16,979,305,20
2008-10-17,634,644,26
2008-10-20,1125,162,17
2008-10-21,237,1039,28
2008-10-22,116,1169,19
2008-10-23,502,773,29
2008-10-24,184,1101,19
2008-10-27,193,1089,22
2008-10-28,1135,148,21
2008-10-29,790,486,28
2008-10-30,1063,219,22
2008-10-31,981,300,23
2008-11-03,698,583,23
2008-11-04,1052,229,23
2008-11-05,164,1115,26
2008-11-06,171,1112,22
2008-11-07,936,336,33
2008-11-10,367,903,35
2008-11-11,216,1061,28
2008-11-12,47,1235,23
2008-11-13,1137,140,28
2008-11-14,149,1133,23
2008-11-17,294,977,34
2008-11-18,540,741,24
2008-11-19,57,1231,17
2008-11-20,75,1213,18
2008-11-21,981,297,28
2008-11-24,1190,101,15
2008-11-25,864,414,28
2008-11-26,1110,171,25
2008-11-28,840,422,44
2008-12-01,62,1225,19
2008-12-02,1045,241,20
2008-12-03,893,387,26
2008-12-04,261,1023,22
2008-12-05,997,278,31
2008-12-08,1033,238,36
2008-12-09,291,984,32
2008-12-10,945,338,24
2008-12-11,207,1081,19
2008-12-12,862,409,36
2008-12-15,298,984,25
2008-12-16,1171,116,20
2008-12-17,714,560,33
2008-12-18,480,794,33
2008-12-19,786,487,34
2008-12-22,336,947,24
2008-12-23,450,822,35
2008-12-24,782,482,43
2008-12-26,934,321,52
2008-12-29,388,892,27
2008-12-30,1103,183,21
2008-12-31,1124,164,19
2009-01-02,1041,242,24
2009-01-05,753,531,24
2009-01-06,969,313,26
2009-01-07,148,1130,30
2009-01-08,845,429,34
2009-01-09,272,1006,30
2009-01-12,244,1034,30
2009-01-13,738,533,37
2009-01-14,79,1207,22
2009-01-15,832,447,29
2009-01-16,905,364,39
2009-01-20,90,1199,19
2009-01-21,1118,161,29
2009-01-22,251,1016,41
2009-01-23,739,525,44
2009-01-26,823,448,37
2009-01-27,907,354,47
2009-01-28,1136,146,26
2009-01-29,171,1110,27
2009-01-30,264,1004,40
2009-02-02,617,648,43
2009-02-03,886,388,34
2009-02-04,569,704,35
2009-02-05,896,364,48
2009-02-06,1116,167,25
2009-02-09,616,651,41
2009-02-10,125,1164,19
2009-02-11,771,496,41
2009-02-12,633,629,46
2009-02-13,411,844,53
2009-02-17,74,1216,20
2009-02-18,398,884,28
2009-02-19,330,928,52
2009-02-20,332,957,21
2009-02-23,117,1172,21
2009-02-24,1159,120,31
2009-02-25,387,889,34
2009-02-26,514,763,34
2009-02-27,394,879,38
2009-03-02,61,1223,27
2009-03-03,400,876,35
2009-03-04,1080,196,35
2009-03-05,94,1194,23
2009-03-06,533,735,43
2009-03-09,325,952,34
2009-03-10,1217,76,18
2009-03-11,749,532,30
2009-03-12,1197,89,25
2009-03-13,755,509,47
2009-03-16,607,665,39
2009-03-17,1058,221,32
2009-03-18,1057,218,36
2009-03-19,537,727,47
2009-03-20,262,1013,36
2009-03-23,1204,84,23
2009-03-24,278,998,35
2009-03-25,953,318,40
2009-03-26,1112,168,31
2009-03-27,211,1077,23
2009-03-30,118,1167,26
2009-03-31,1002,276,33
2009-04-01,999,281,31
2009-04-02,1154,133,24
2009-04-03,871,394,46
2009-04-06,314,960,37
2009-04-07,209,1064,38
2009-04-08,996,268,47
2009-04-09,1146,142,23
2009-04-13,687,591,33
2009-04-14,270,1010,31
2009-04-15,978,297,36
2009-04-16,1017,253,41
2009-04-17,840,440,31
2009-04-20,102,1175,34
2009-04-21,1081,199,31
2009-04-22,617,654,40
2009-04-23,766,517,28
2009-04-24,997,272,42
2009-04-27,346,930,35
2009-04-28,676,582,53
2009-04-29,1117,163,31
2009-04-30,653,620,38
2009-05-01,786,485,40
2009-05-04,1113,161,37
2009-05-05,516,751,44
2009-05-06,892,390,29
2009-05-07,361,918,32
2009-05-08,1127,148,36
2009-05-11,269,1007,35
2009-05-12,517,752,42
2009-05-13,93,1198,20
2009-05-14,967,310,34
2009-05-15,393,876,42
2009-05-18,1162,113,36
2009-05-19,704,564,43
2009-05-20,592,678,41
2009-05-21,278,980,53
2009-05-22,620,638,53
2009-05-26,1138,140,33
2009-05-27,271,1001,39
2009-05-28,880,388,44
2009-05-29,1000,275,37
2009-06-01,1109,178,25
2009-06-02,756,520,36
2009-06-03,290,972,50
2009-06-04,1011,261,40
2009-06-05,571,703,38
2009-06-08,455,809,48
2009-06-09,777,497,38
2009-06-10,530,742,40
2009-06-11,795,487,30
2009-06-12,560,710,42
2009-06-15,104,1180,28
2009-06-16,321,951,40
2009-06-17,593,675,44
2009-06-18,766,502,44
2009-06-19,810,458,44
2009-06-22,102,1187,23
2009-06-23,619,647,46
2009-06-24,939,334,39
2009-06-25,1134,145,33
2009-06-26,749,512,51
2009-06-29,803,458,51
2009-06-30,439,803,70
2009-07-01,982,282,48
2009-07-02,157,1125,33
2009-07-06,526,742,47
2009-07-07,206,1069,40
2009-07-08,435,830,50
2009-07-09,711,559,45
2009-07-10,587,675,53
2009-07-13,1154,131,30
2009-07-14,904,371,41
2009-07-15,1213,72,31
2009-07-16,956,314,46
2009-07-17,547,711,58
2009-07-20,1054,225,37
2009-07-21,646,619,51
2009-07-22,738,519,59
2009-07-23,1143,142,31
2009-07-24,810,448,58
2009-07-27,771,491,54
2009-07-28,558,715,43
2009-07-29,421,855,40
2009-07-30,1064,213,39
2009-07-31,771,505,41
2009-08-03,1086,192,39
2009-08-04,788,478,51
2009-08-05,543,733,41
2009-08-06,411,857,49
2009-08-07,1051,233,33
2009-08-10,544,729,44
2009-08-11,294,974,49
2009-08-12,994,291,32
2009-08-13,831,448,39
2009-08-14,265,1008,45
2009-08-17,110,1185,23
2009-08-18,1089,193,36
2009-08-19,834,428,56
2009-08-20,1029,241,48
2009-08-21,1136,144,38
2009-08-24,592,676,50
2009-08-25,787,480,51
2009-08-26,586,685,47
2009-08-27,696,575,47
2009-08-28,579,688,51
2009-08-31,300,978,40
2009-09-01,180,1102,36
2009-09-02,477,802,39
2009-09-03,1032,237,49
2009-09-04,1091,192,35
2009-09-08,999,289,30
2009-09-09,936,339,43
2009-09-10,979,300,39
2009-09-11,659,614,45
2009-09-14,887,384,47
2009-09-15,911,364,43
2009-09-16,1129,160,29
2009-09-17,516,766,36
2009-09-18,752,525,41
2009-09-21,384,892,42
2009-09-22,909,367,42
2009-09-23,361,921,36
2009-09-24,206,1075,37
2009-09-25,468,808,43
2009-09-28,1155,135,30
2009-09-29,614,658,48
2009-09-30,517,768,35
2009-10-01,116,1173,31
2009-10-02,404,873,43
2009-10-05,1121,173,26
2009-10-06,1088,206,26
2009-10-07,678,595,47
2009-10-08,1015,268,38
2009-10-09,828,454,40
2009-10-12,695,584,44
2009-10-13,536,735,52
2009-10-14,1035,256,32
2009-10-15,633,641,49
2009-10-16,411,874,38
2009-10-19,1046,239,38
2009-10-20,368,917,38
2009-10-21,371,918,34
2009-10-22,956,333,34
2009-10-23,234,1049,40
2009-10-26,277,1007,39
2009-10-27,434,858,31
2009-10-28,98,1199,26
2009-10-29,1124,168,31
2009-10-30,106,1197,20
2009-11-02,784,492,48
2009-11-03,889,397,38
2009-11-04,620,669,35
2009-11-05,1146,145,33
2009-11-06,620,649,56
2009-11-09,1156,141,28
2009-11-10,514,778,34
2009-11-11,828,452,46
2009-11-12,149,1137,40
2009-11-13,980,297,49
2009-11-16,1153,142,32
2009-11-17,568,704,55
2009-11-18,555,719,54
2009-11-19,191,1106,31
2009-11-20,514,774,40
2009-11-23,1073,214,41
2009-11-24,563,727,38
2009-11-25,877,410,42
2009-11-27,131,1153,45
2009-11-30,743,550,38
2009-12-01,1103,198,30
2009-12-02,858,417,56
2009-12-03,318,974,39
2009-12-04,964,327,40
2009-12-07,628,657,46
2009-12-08,335,945,51
2009-12-09,709,581,41
2009-12-10,770,518,44
2009-12-11,908,386,38
2009-12-14,1054,251,29
2009-12-15,435,855,44
2009-12-16,849,428,57
2009-12-17,265,1031,38
2009-12-18,788,509,37
2009-12-21,938,346,50
2009-12-22,868,417,49
2009-12-23,957,330,47
2009-12-24,976,298,60
2009-12-28,642,640,52
2009-12-29,604,676,54
2009-12-30,566,712,58
2009-12-31,335,962,39
2010-01-04,1086,217,33
2010-01-05,715,577,44
2010-01-06,754,530,55
2010-01-07,804,502,33
2010-01-08,796,490,53
2010-01-11,735,557,47
2010-01-12,300,997,42
2010-01-13,1041,259,39
2010-01-14,715,556,68
2010-01-15,296,1007,36
2010-01-19,1092,219,28
2010-01-20,261,1036,42
2010-01-21,209,1107,23
2010-01-22,200,1104,35
2010-01-25,791,504,44
2010-01-26,388,907,44
2010-01-27,699,590,50
2010-01-28,262,1043,34
2010-01-29,351,944,44
2010-02-01,1061,247,31
2010-02-02,1021,276,42
2010-02-03,428,857,55
2010-02-04,63,1253,24
2010-02-05,616,681,43
2010-02-08,392,907,41
2010-02-09,1071,232,37
2010-02-10,617,679,44
2010-02-11,1074,222,46
2010-02-12,723,578,42
2010-02-16,1151,150,42
2010-02-17,855,439,49
2010-02-18,916,385,42
2010-02-19,791,493,59
2010-02-22,612,682,49
2010-02-23,291,1009,44
2010-02-24,983,320,41
2010-02-25,659,628,58
2010-02-26,700,580,65
2010-03-01,1116,195,34
2010-03-02,938,359,48
2010-03-03,696,600,49
2010-03-04,738,544,63
2010-03-05,1186,122,37
2010-03-08,704,586,55
2010-03-09,739,556,50
2010-03-10,886,409,50
2010-03-11,804,492,49
2010-03-12,691,607,48
2010-03-15,526,760,60
2010-03-16,1012,285,49
2010-03-17,923,374,49
2010-03-18,529,771,46
2010-03-19,372,924,50
2010-03-22,924,364,58
2010-03-23,985,310,51
2010-03-24,368,926,52
2010-03-25,522,778,47
2010-03-26,700,600,47
2010-03-29,972,344,31
2010-03-30,679,608,60
2010-03-31,474,821,52
2010-04-01,1043,262,43
2010-04-05,1079,225,45
2010-04-06,783,511,55
2010-04-07,457,847,45
2010-04-08,682,609,58
2010-04-09,936,365,48
2010-04-12,721,575,53
2010-04-13,704,602,43
2010-04-14,1057,250,42
2010-04-15,617,681,51
2010-04-16,190,1117,42
2010-04-19,581,714,55
2010-04-20,1104,198,48
2010-04-21,760,544,46
2010-04-22,917,378,55
2010-04-23,992,301,57
2010-04-26,606,697,47
2010-04-27,151,1171,28
2010-04-28,834,469,47
2010-04-29,1073,240,39
2010-04-30,235,1090,27
2010-05-03,1099,218,35
2010-05-04,130,1186,36
2010-05-05,235,1080,37
2010-05-06,69,1269,15
2010-05-07,286,1042,25
2010-05-10,1289,43,21
2010-05-11,735,576,42
2010-05-12,1178,146,29
2010-05-13,376,935,42
2010-05-14,105,1218,30
2010-05-17,557,754,43
2010-05-18,227,1089,38
2010-05-19,264,1057,33
2010-05-20,31,1302,21
2010-05-21,1086,227,41
2010-05-24,368,945,41
2010-05-25,527,790,37
2010-05-26,752,567,36
2010-05-27,1285,42,29
2010-05-28,301,1020,35
2010-06-01,195,1126,36
2010-06-02,1194,126,37
2010-06-03,830,470,57
2010-06-04,65,1263,29
2010-06-07,282,1039,36
2010-06-08,900,423,34
2010-06-09,643,660,54
2010-06-10,1248,80,30
2010-06-11,991,326,41
2010-06-14,793,517,48
2010-06-15,1190,127,41
2010-06-16,523,795,40
2010-06-17,641,660,57
2010-06-18,712,598,48
2010-06-21,486,833,39
2010-06-22,164,1162,32
2010-06-23,593,714,51
2010-06-24,222,1087,50
2010-06-25,1030,285,45
2010-06-28,544,775,42
2010-06-29,51,1285,25
2010-06-30,386,924,51
2010-07-01,492,820,49
2010-07-02,430,874,57
2010-07-06,615,693,53
2010-07-07,1236,98,28
2010-07-08,1043,278,41
2010-07-09,1100,219,43
2010-07-12,400,913,49
2010-07-13,1202,128,32
2010-07-14,520,794,48
2010-07-15,550,768,44
2010-07-16,135,1192,36
2010-07-19,885,428,50
2010-07-20,1129,187,47
2010-07-21,325,992,46
2010-07-22,1224,110,29
2010-07-23,1121,195,49
2010-07-26,1104,217,44
2010-07-27,523,800,42
2010-07-28,328,982,55
2010-07-29,643,670,52
2010-07-30,798,525,42
2010-08-02,1175,155,35
2010-08-03,448,873,45
2010-08-04,995,330,41
2010-08-05,512,807,47
2010-08-06,546,760,60
2010-08-09,1008,314,44
2010-08-10,280,1039,47
2010-08-11,87,1252,27
2010-08-12,505,816,45
2010-08-13,507,818,41
2010-08-16,822,481,63
2010-08-17,1130,195,41
2010-08-18,793,511,62
2010-08-19,147,1173,46
2010-08-20,535,776,55
2010-08-23,385,926,55
2010-08-24,244,1079,43
2010-08-25,863,444,59
2010-08-26,421,885,60
2010-08-27,1215,119,33
2010-08-30,177,1157,33
2010-08-31,736,574,58
2010-09-01,1227,109,32
2010-09-02,970,348,50
2010-09-03,1115,201,52
2010-09-07,224,1091,53
2010-09-08,940,373,55
2010-09-09,829,494,45
2010-09-10,884,434,50
2010-09-13,1121,216,31
2010-09-14,597,720,51
2010-09-15,696,619,54
2010-09-16,477,833,59
2010-09-17,736,575,58
2010-09-20,1201,131,37
2010-09-21,457,853,59
2010-09-22,424,909,36
2010-09-23,331,1000,38
2010-09-24,1189,148,32
2010-09-27,475,847,47
2010-09-28,1030,298,41
2010-09-29,695,609,65
2010-09-30,651,659,59
2010-10-01,976,345,48
2010-10-04,279,1041,49
2010-10-05,1184,152,33
2010-10-06,610,709,50
2010-10-07,535,776,59
2010-10-08,1055,265,51
2010-10-11,672,625,75
2010-10-12,761,559,52
2010-10-13,1062,271,39
2010-10-14,517,811,44
2010-10-15,536,776,60
2010-10-18,920,410,43
2010-10-19,146,1187,40
2010-10-20,1128,204,41
2010-10-21,645,676,53
2010-10-22,766,547,61
2010-10-25,882,440,52
2010-10-26,544,769,61
2010-10-27,385,935,54
2010-10-28,671,642,62
2010-10-29,824,504,48
2010-11-01,633,683,60
2010-11-02,1075,262,39
2010-11-03,775,547,54
2010-11-04,1185,154,37
2010-11-05,829,503,45
2010-11-08,552,774,52
2010-11-09,266,1074,38
2010-11-10,884,455,39
2010-11-11,443,888,48
2010-11-12,147,1203,29
2010-11-15,638,692,49
2010-11-16,151,1202,26
2010-11-17,855,483,41
2010-11-18,1158,184,37
2010-11-19,833,505,43
2010-11-22,737,593,51
2010-11-23,234,1115,32
2010-11-24,1198,152,31
2010-11-26,367,959,55
2010-11-29,580,742,60
2010-11-30,384,942,56
2010-12-01,1146,206,30
2010-12-02,1033,314,36
2010-12-03,847,481,55
2010-12-06,650,668,65
2010-12-07,710,625,48
2010-12-08,537,790,57
2010-12-09,776,566,42
2010-12-10,953,400,31
2010-12-13,606,735,43
2010-12-14,696,633,55
2010-12-15,436,903,45
2010-12-16,1053,288,45
2010-12-17,801,541,44
2010-12-20,717,628,41
2010-12-21,982,367,37
2010-12-22,873,460,53
2010-12-23,569,759,58
2010-12-27,756,571,59
2010-12-28,588,722,77
2010-12-29,846,497,44
2010-12-30,642,678,67
2010-12-31,659,671,57
2011-01-03,1069,271,47
2011-01-04,398,948,41
2011-01-05,835,503,49
2011-01-06,469,876,42
2011-01-07,554,775,58
2011-01-10,656,688,43
2011-01-11,859,487,41
2011-01-12,966,381,40
2011-01-13,590,741,56
2011-01-14,857,493,38
2011-01-18,759,580,49
2011-01-19,198,1144,46
2011-01-20,497,839,52
2011-01-21,706,639,43
2011-01-24,1002,349,37
2011-01-25,727,615,46
2011-01-26,994,349,45
2011-01-27,716,631,41
2011-01-28,159,1199,33
2011-01-31,947,386,60
2011-02-01,1223,141,29
2011-02-02,551,798,44
2011-02-03,758,568,67
2011-02-04,648,698,47
2011-02-07,1030,329,34
2011-02-08,876,466,51
2011-02-09,478,869,46
2011-02-10,684,649,61
2011-02-11,1029,309,56
2011-02-14,728,614,53
2011-02-15,499,832,64
2011-02-16,1015,325,55
2011-02-17,908,436,51
2011-02-18,777,562,56
2011-02-22,119,1259,17
2011-02-23,371,978,46
2011-02-24,725,629,41
2011-02-25,1188,173,34
2011-02-28,946,413,36
2011-03-01,270,1095,30
2011-03-02,839,506,50
2011-03-03,1148,207,40
2011-03-04,403,937,55
2011-03-07,274,1084,37
2011-03-08,1109,241,45
2011-03-09,614,729,52
2011-03-10,109,1251,35
2011-03-11,937,420,39
2011-03-14,372,986,39
2011-03-15,248,1104,45
2011-03-16,232,1128,37
2011-03-17,1056,301,40
2011-03-18,1019,330,48
2011-03-21,1216,150,31
2011-03-22,486,869,42
2011-03-23,764,578,56
2011-03-24,975,368,56
2011-03-25,888,463,48
2011-03-28,521,833,45
2011-03-29,990,368,41
2011-03-30,1056,295,49
2011-03-31,752,593,56
2011-04-01,1005,344,52
2011-04-04,755,589,57
2011-04-05,732,610,59
2011-04-06,796,543,62
2011-04-07,458,899,44
2011-04-08,367,968,66
2011-04-11,370,983,50
2011-04-12,288,1067,48
2011-04-13,667,668,68
2011-04-14,756,586,61
2011-04-15,941,411,52
2011-04-18,212,1150,43
2011-04-19,899,452,54
2011-04-20,1170,189,48
2011-04-21,968,383,56
2011-04-25,537,815,55
2011-04-26,1041,317,49
2011-04-27,910,427,70
2011-04-28,825,520,62
2011-04-29,893,449,66
2011-05-02,529,824,55
2011-05-03,416,927,65
2011-05-04,338,1020,50
2011-05-05,460,903,45
2011-05-06,908,467,34
2011-05-09,1001,359,50
2011-05-10,1175,198,37
2011-05-11,247,1124,39
2011-05-12,933,438,41
2011-05-13,260,1104,48
2011-05-16,392,967,53
2011-05-17,550,813,51
2011-05-18,1130,240,44
2011-05-19,821,541,52
2011-05-20,369,1000,45
2011-05-23,192,1164,58
2011-05-24,595,747,72
2011-05-25,936,434,44
2011-05-26,1064,305,45
2011-05-27,1065,292,57
2011-05-31,1145,230,40
2011-06-01,153,1226,36
2011-06-02,633,720,62
2011-06-03,306,1062,47
2011-06-06,217,1149,49
2011-06-07,821,532,62
2011-06-08,344,1019,52
2011-06-09,945,412,58
2011-06-10,159,1221,35
2011-06-13,616,752,47
2011-06-14,1225,149,42
2011-06-15,105,1279,33
2011-06-16,694,667,56
2011-06-17,851,514,52
2011-06-20,1017,345,55
2011-06-21,1243,132,42
2011-06-22,463,902,52
2011-06-23,576,788,53
2011-06-24,408,953,56
2011-06-27,1023,348,47
2011-06-28,1164,210,44
2011-06-29,1002,373,43
2011-06-30,1072,303,43
2011-07-01,1202,172,45
2011-07-05,648,726,45
2011-07-06,787,576,56
2011-07-07,1172,205,42
2011-07-08,343,1025,51
2011-07-11,98,1278,43
2011-07-12,582,787,50
2011-07-13,920,444,55
2011-07-14,208,1165,46
2011-07-15,839,516,64
2011-07-18,159,1224,36
2011-07-19,1201,185,33
2011-07-20,755,620,44
2011-07-21,1166,211,42
2011-07-22,620,751,49
2011-07-25,258,1113,49
2011-07-26,417,952,51
2011-07-27,60,1331,29
2011-07-28,524,840,57
2011-07-29,448,925,48
2011-08-01,633,738,50
2011-08-02,198,1197,27
2011-08-03,818,559,45
2011-08-04,38,1365,19
2011-08-05,432,958,32
2011-08-08,12,1395,15
2011-08-09,1341,64,17
2011-08-10,226,1167,29
2011-08-11,1313,83,26
2011-08-12,864,521,37
2011-08-15,1318,79,25
2011-08-16,265,1119,38
2011-08-17,782,596,44
2011-08-18,35,1366,21
2011-08-19,235,1142,45
2011-08-22,701,676,45
2011-08-23,1299,95,28
2011-08-24,1023,356,43
2011-08-25,203,1180,39
2011-08-26,1214,162,46
2011-08-29,1342,59,21
2011-08-30,838,516,68
2011-08-31,953,429,40
2011-09-01,249,1125,48
2011-09-02,121,1268,33
2011-09-06,358,1016,48
2011-09-07,1304,93,25
2011-09-08,233,1136,53
2011-09-09,118,1271,33
2011-09-12,731,645,46
2011-09-13,1142,243,37
2011-09-14,1097,276,49
2011-09-15,1103,286,33
2011-09-16,743,627,52
2011-09-19,234,1139,50
2011-09-20,449,920,54
2011-09-21,136,1256,31
2011-09-22,142,1255,26
2011-09-23,921,456,46
2011-09-26,1135,252,36
2011-09-27,1176,208,39
2011-09-28,139,1246,38
2011-09-29,1078,306,39
2011-09-30,168,1225,30
2011-10-03,96,1295,32
2011-10-04,995,402,26
2011-10-05,1065,322,36
2011-10-06,1233,160,30
2011-10-07,286,1095,42
2011-10-10,1333,57,33
2011-10-11,739,634,50
2011-10-12,1136,255,32
2011-10-13,511,857,55
2011-10-14,1224,160,40
2011-10-17,156,1226,43
2011-10-18,1242,146,37
2011-10-19,284,1106,35
2011-10-20,826,545,54
2011-10-21,1284,113,28
2011-10-24,1219,166,40
2011-10-25,162,1225,38
2011-10-26,1166,217,42
2011-10-27,1285,113,28
2011-10-28,645,731,50
2011-10-31,178,1209,39
2011-11-01,147,1249,30
2011-11-02,1201,183,42
2011-11-03,1163,213,50
2011-11-04,418,946,63
2011-11-07,795,583,49
2011-11-08,1122,266,39
2011-11-09,73,1322,33
2011-11-10,1020,368,40
2011-11-11,1242,146,40
2011-11-14,265,1123,40
2011-11-15,947,435,46
2011-11-16,235,1148,45
2011-11-17,190,1188,50
2011-11-18,819,559,51
2011-11-21,142,1251,36
2011-11-22,481,901,47
2011-11-23,90,1310,29
