Date,Advancers,Decliners,Neutral
1999-03-24,392,385,115
1999-03-25,532,250,110
1999-03-26,329,445,118
1999-03-29,519,270,103
1999-03-30,328,460,104
1999-03-31,363,440,89
1999-04-01,391,393,108
1999-04-05,480,302,110
1999-04-06,288,474,130
1999-04-07,364,413,115
1999-04-08,463,315,114
1999-04-09,459,335,99
1999-04-12,481,302,110
1999-04-13,417,402,74
1999-04-14,476,313,104
1999-04-15,486,313,94
1999-04-16,530,270,93
1999-04-19,507,312,74
1999-04-20,345,454,94
1999-04-21,507,283,103
1999-04-22,442,353,98
1999-04-23,391,386,116
1999-04-26,347,429,117
1999-04-27,475,325,93
1999-04-28,467,329,97
1999-04-29,431,345,117
1999-04-30,321,461,111
1999-05-03,564,241,89
1999-05-04,352,426,116
1999-05-05,425,379,91
1999-05-06,402,390,103
1999-05-07,454,338,103
1999-05-10,464,328,103
1999-05-11,453,341,101
1999-05-12,352,458,85
1999-05-13,486,308,102
1999-05-14,156,668,72
1999-05-17,285,527,84
1999-05-18,330,455,111
1999-05-19,475,318,103
1999-05-20,451,327,119
1999-05-21,409,368,120
1999-05-24,253,539,105
1999-05-25,267,517,113
1999-05-26,422,374,101
1999-05-27,253,526,122
1999-05-28,543,249,109
1999-06-01,386,395,120
1999-06-02,364,410,127
1999-06-03,436,331,134
1999-06-04,524,242,135
1999-06-07,461,331,109
1999-06-08,276,511,114
1999-06-09,376,417,108
1999-06-10,274,508,120
1999-06-11,327,469,106
1999-06-14,362,425,115
1999-06-15,443,322,137
1999-06-16,545,249,108
1999-06-17,469,317,116
1999-06-18,391,386,125
1999-06-21,384,407,111
1999-06-22,320,471,111
1999-06-23,309,475,118
1999-06-24,240,532,130
1999-06-25,409,359,134
1999-06-28,517,291,95
1999-06-29,513,278,112
1999-06-30,517,302,84
1999-07-01,452,360,91
1999-07-02,473,304,126
1999-07-06,385,407,111
1999-07-07,339,447,117
1999-07-08,351,436,116
1999-07-09,468,295,140
1999-07-12,358,435,110
1999-07-13,318,491,95
1999-07-14,418,371,115
1999-07-15,510,264,130
1999-07-16,375,398,131
1999-07-19,308,468,129
1999-07-20,208,573,124
1999-07-21,408,385,112
1999-07-22,282,503,120
1999-07-23,246,531,128
1999-07-26,260,535,110
1999-07-27,458,328,119
1999-07-28,369,423,113
1999-07-29,206,602,97
1999-07-30,425,368,113
1999-08-02,344,437,126
1999-08-03,309,467,131
1999-08-04,253,535,119
1999-08-05,345,450,112
1999-08-06,233,551,123
1999-08-09,332,467,108
1999-08-10,211,600,96
1999-08-11,535,261,111
1999-08-12,362,419,126
1999-08-13,534,248,125
1999-08-16,357,419,131
1999-08-17,479,301,127
1999-08-18,272,506,129
1999-08-19,340,451,116
1999-08-20,489,306,112
1999-08-23,482,313,112
1999-08-24,323,456,128
1999-08-25,441,348,118
1999-08-26,270,512,125
1999-08-27,279,492,136
1999-08-30,202,581,124
1999-08-31,373,422,112
1999-09-01,480,314,113
1999-09-02,213,560,134
1999-09-03,652,148,107
1999-09-07,370,417,120
1999-09-08,285,483,139
1999-09-09,408,387,112
1999-09-10,432,351,124
1999-09-13,304,485,118
1999-09-14,225,542,141
1999-09-15,294,474,140
1999-09-16,218,581,110
1999-09-17,473,295,141
1999-09-20,299,461,149
1999-09-21,179,637,93
1999-09-22,333,434,142
1999-09-23,207,603,99
1999-09-24,299,499,111
1999-09-27,469,335,106
1999-09-28,308,512,90
1999-09-29,430,382,98
1999-09-30,552,256,102
1999-10-01,298,501,111
1999-10-04,519,279,113
1999-10-05,338,477,96
1999-10-06,492,309,110
1999-10-07,295,488,128
1999-10-08,417,385,110
1999-10-11,381,403,128
1999-10-12,199,626,87
1999-10-13,216,605,91
1999-10-14,317,450,145
1999-10-15,171,657,84
1999-10-18,324,493,95
1999-10-19,419,380,113
1999-10-20,451,357,105
1999-10-21,315,491,107
1999-10-22,519,279,115
1999-10-25,333,475,105
1999-10-26,331,482,100
1999-10-27,475,323,115
1999-10-28,611,211,92
1999-10-29,565,245,104
1999-11-01,396,418,100
1999-11-02,463,347,104
1999-11-03,435,372,107
1999-11-04,407,389,118
1999-11-05,472,351,91
1999-11-08,377,430,107
1999-11-09,342,475,97
1999-11-10,378,435,101
1999-11-11,358,457,100
1999-11-12,450,347,118
1999-11-15,458,348,109
1999-11-16,506,293,116
1999-11-17,328,483,105
1999-11-18,434,387,95
1999-11-19,326,482,109
1999-11-22,250,576,91
1999-11-23,244,581,92
1999-11-24,379,443,96
1999-11-26,379,378,161
1999-11-29,260,558,100
1999-11-30,415,402,102
1999-12-01,381,436,102
1999-12-02,420,396,103
1999-12-03,515,302,102
1999-12-06,278,537,104
1999-12-07,306,502,111
1999-12-08,291,529,99
1999-12-09,330,478,111
1999-12-10,419,389,111
1999-12-13,308,521,90
1999-12-14,284,530,105
1999-12-15,406,411,102
1999-12-16,393,436,90
1999-12-17,435,378,106
1999-12-20,359,467,93
1999-12-21,468,355,96
1999-12-22,383,433,103
1999-12-23,568,242,109
1999-12-27,401,428,90
1999-12-28,442,369,108
1999-12-29,532,300,87
1999-12-30,427,372,120
1999-12-31,557,259,103
2000-01-03,239,613,67
2000-01-04,193,633,94
2000-01-05,499,337,84
2000-01-06,481,330,109
2000-01-07,610,227,83
2000-01-10,453,367,100
2000-01-11,259,583,78
2000-01-12,366,453,101
2000-01-13,521,303,96
2000-01-14,395,410,115
2000-01-18,360,464,96
2000-01-19,412,401,107
2000-01-20,292,520,108
2000-01-21,335,486,99
2000-01-24,242,577,101
2000-01-25,322,496,102
2000-01-26,437,372,111
2000-01-27,381,431,108
2000-01-28,213,594,113
2000-01-31,392,439,90
2000-02-01,470,345,106
2000-02-02,428,378,115
2000-02-03,538,291,92
2000-02-04,370,439,112
2000-02-07,325,489,107
2000-02-08,422,407,92
2000-02-09,267,557,97
2000-02-10,303,499,119
2000-02-11,239,592,90
2000-02-14,387,418,116
2000-02-15,485,340,96
2000-02-16,354,454,113
2000-02-17,407,396,118
2000-02-18,188,627,106
2000-02-22,383,450,88
2000-02-23,322,488,111
2000-02-24,222,600,99
2000-02-25,303,507,111
2000-02-28,449,346,126
2000-02-29,498,310,113
2000-03-01,446,365,110
2000-03-02,326,471,124
2000-03-03,483,323,115
2000-03-06,286,543,92
2000-03-07,258,575,88
2000-03-08,410,395,116
2000-03-09,477,341,103
2000-03-10,334,465,122
2000-03-13,301,539,81
2000-03-14,333,473,115
2000-03-15,566,276,79
2000-03-16,703,140,78
2000-03-17,323,492,106
2000-03-20,385,435,101
2000-03-21,499,308,114
2000-03-22,427,389,105
2000-03-23,510,302,109
2000-03-24,393,416,113
2000-03-27,308,490,124
2000-03-28,341,475,108
2000-03-29,468,364,93
2000-03-30,458,373,94
2000-03-31,552,302,71
2000-04-03,424,416,85
2000-04-04,317,514,94
2000-04-05,454,382,89
2000-04-06,524,309,93
2000-04-07,393,415,118
2000-04-10,375,452,99
2000-04-11,427,383,116
2000-04-12,444,401,81
2000-04-13,340,486,100
2000-04-14,104,764,58
2000-04-17,406,435,85
2000-04-18,545,283,98
2000-04-19,394,439,93
2000-04-20,498,319,109
2000-04-24,388,424,114
2000-04-25,632,208,86
2000-04-26,362,451,113
2000-04-27,337,470,119
2000-04-28,467,348,111
2000-05-01,563,265,98
2000-05-02,328,489,109
2000-05-03,190,633,103
2000-05-04,455,347,124
2000-05-05,504,303,119
2000-05-08,348,472,106
2000-05-09,354,437,135
2000-05-10,218,601,107
2000-05-11,609,222,95
2000-05-12,440,370,116
2000-05-15,528,278,120
2000-05-16,497,328,101
2000-05-17,226,581,120
2000-05-18,359,455,113
2000-05-19,257,552,118
2000-05-22,332,475,120
2000-05-23,345,479,103
2000-05-24,436,372,119
2000-05-25,302,484,141
2000-05-26,395,412,120
2000-05-30,580,246,101
2000-05-31,425,405,97
2000-06-01,578,259,90
2000-06-02,595,258,74
2000-06-05,329,498,100
2000-06-06,386,432,109
2000-06-07,429,372,126
2000-06-08,332,478,117
2000-06-09,459,339,129
2000-06-12,379,446,103
2000-06-13,506,329,93
2000-06-14,451,358,119
2000-06-15,389,422,117
2000-06-16,323,488,117
2000-06-19,404,395,129
2000-06-20,319,485,124
2000-06-21,366,427,135
2000-06-22,254,556,118
2000-06-23,347,444,137
2000-06-26,459,338,132
2000-06-27,446,369,114
2000-06-28,541,278,110
2000-06-29,361,466,103
2000-06-30,399,456,76
2000-07-03,596,215,120
2000-07-05,398,427,106
2000-07-06,460,357,114
2000-07-07,487,319,125
2000-07-10,463,335,133
2000-07-11,454,355,122
2000-07-12,475,346,111
2000-07-13,414,399,119
2000-07-14,429,374,129
2000-07-17,387,435,110
2000-07-18,337,486,109
2000-07-19,305,499,128
2000-07-20,498,299,135
2000-07-21,278,534,120
2000-07-24,302,501,130
2000-07-25,434,368,132
2000-07-26,382,442,110
2000-07-27,382,425,127
2000-07-28,256,564,114
2000-07-31,513,317,104
2000-08-01,477,330,128
2000-08-02,466,341,128
2000-08-03,378,450,108
2000-08-04,492,313,131
2000-08-07,524,293,119
2000-08-08,467,346,123
2000-08-09,366,451,119
2000-08-10,360,456,120
2000-08-11,618,219,100
2000-08-14,528,287,122
2000-08-15,306,504,127
2000-08-16,460,368,109
2000-08-17,450,361,126
2000-08-18,308,491,138
2000-08-21,399,433,105
2000-08-22,395,404,138
2000-08-23,360,444,133
2000-08-24,405,402,130
2000-08-25,437,372,128
2000-08-28,385,421,131
2000-08-29,376,430,131
2000-08-30,387,424,126
2000-08-31,527,293,117
2000-09-01,448,358,131
2000-09-05,424,400,113
2000-09-06,458,345,134
2000-09-07,457,351,129
2000-09-08,373,453,111
2000-09-11,456,350,131
2000-09-12,388,428,121
2000-09-13,376,454,107
2000-09-14,414,404,119
2000-09-15,305,514,118
2000-09-18,159,684,94
2000-09-19,396,418,123
2000-09-20,305,498,135
2000-09-21,300,520,118
2000-09-22,459,376,103
2000-09-25,377,455,106
2000-09-26,374,453,111
2000-09-27,452,375,111
2000-09-28,589,244,105
2000-09-29,403,426,110
2000-10-02,333,495,112
2000-10-03,376,448,117
2000-10-04,395,422,124
2000-10-05,373,457,111
2000-10-06,242,586,113
2000-10-09,370,450,122
2000-10-10,352,470,120
2000-10-11,264,577,101
2000-10-12,206,647,89
2000-10-13,525,310,107
2000-10-16,416,412,114
2000-10-17,210,649,83
2000-10-18,335,516,91
2000-10-19,585,254,103
2000-10-20,468,343,132
2000-10-23,389,450,105
2000-10-24,471,367,107
2000-10-25,253,581,111
2000-10-26,447,377,121
2000-10-27,529,301,115
2000-10-30,587,257,101
2000-10-31,620,235,90
2000-11-01,379,462,104
2000-11-02,518,320,107
2000-11-03,380,444,121
2000-11-06,439,379,127
2000-11-07,419,395,131
2000-11-08,384,441,120
2000-11-09,314,515,116
2000-11-10,245,588,112
2000-11-13,370,470,105
2000-11-14,554,267,124
2000-11-15,485,331,129
2000-11-16,325,501,119
2000-11-17,473,360,112
2000-11-20,281,559,105
2000-11-21,402,404,139
2000-11-22,270,561,114
2000-11-24,593,208,144
2000-11-27,444,390,111
2000-11-28,323,502,120
2000-11-29,441,402,102
2000-11-30,283,564,98
2000-12-01,574,278,93
2000-12-04,432,404,110
2000-12-05,615,230,101
2000-12-06,329,517,100
2000-12-07,429,391,126
2000-12-08,657,206,83
2000-12-11,495,344,108
2000-12-12,325,514,108
2000-12-13,373,470,104
2000-12-14,271,560,116
2000-12-15,355,490,102
2000-12-18,596,280,71
2000-12-19,429,412,106
2000-12-20,244,615,88
2000-12-21,504,343,100
2000-12-22,630,219,98
2000-12-26,509,342,96
2000-12-27,665,210,72
2000-12-28,628,223,96
2000-12-29,412,455,80
2001-01-02,286,602,59
2001-01-03,640,239,68
2001-01-04,414,445,88
2001-01-05,303,560,84
2001-01-08,474,385,88
2001-01-09,460,393,94
2001-01-10,523,340,84
2001-01-11,477,370,100
2001-01-12,383,461,103
2001-01-16,554,305,88
2001-01-17,420,418,110
2001-01-18,443,394,111
2001-01-19,327,522,99
2001-01-22,488,354,106
2001-01-23,585,259,104
2001-01-24,402,439,107
2001-01-25,462,379,107
2001-01-26,387,450,111
2001-01-29,596,333,19
2001-01-30,562,332,54
2001-01-31,496,409,43
2001-02-01,519,386,43
2001-02-02,379,508,61
2001-02-05,515,380,53
2001-02-06,483,399,66
2001-02-07,493,396,59
2001-02-08,400,503,45
2001-02-09,391,481,76
2001-02-12,609,291,49
2001-02-13,435,459,57
2001-02-14,402,496,53
2001-02-15,513,387,51
2001-02-16,316,586,49
2001-02-20,355,546,50
2001-02-21,257,641,53
2001-02-22,331,573,47
2001-02-23,397,494,60
2001-02-26,692,208,51
2001-02-27,409,468,74
2001-02-28,409,487,55
2001-03-01,440,448,63
2001-03-02,573,323,56
2001-03-05,495,394,63
2001-03-06,542,349,61
2001-03-07,584,323,45
2001-03-08,510,381,61
2001-03-09,271,615,66
2001-03-12,146,764,42
2001-03-13,429,476,47
2001-03-14,166,741,45
2001-03-15,489,422,41
2001-03-16,225,674,53
2001-03-19,609,295,48
2001-03-20,336,559,57
2001-03-21,226,672,54
2001-03-22,216,688,48
2001-03-23,610,271,71
2001-03-26,634,272,46
2001-03-27,597,299,56
2001-03-28,279,618,55
2001-03-29,434,464,54
2001-03-30,694,216,42
2001-04-02,325,558,69
2001-04-03,184,727,42
2001-04-04,478,410,65
2001-04-05,732,177,44
2001-04-06,235,671,47
2001-04-09,630,283,40
2001-04-10,680,227,46
2001-04-11,292,617,44
2001-04-12,571,321,62
2001-04-16,371,532,51
2001-04-17,557,338,59
2001-04-18,624,291,39
2001-04-19,472,445,37
2001-04-20,317,591,46
2001-04-23,384,519,51
2001-04-24,481,412,61
2001-04-25,660,245,49
2001-04-26,601,313,40
2001-04-27,648,258,48
2001-04-30,454,449,51
2001-05-01,560,332,62
2001-05-02,437,465,52
2001-05-03,307,601,46
2001-05-04,665,251,38
2001-05-07,414,495,45
2001-05-08,479,435,40
2001-05-09,458,435,61
2001-05-10,541,359,54
2001-05-11,353,548,53
2001-05-14,498,400,56
2001-05-15,587,320,47
2001-05-16,676,227,51
2001-05-17,578,325,52
2001-05-18,466,428,61
2001-05-21,627,277,51
2001-05-22,435,476,44
2001-05-23,266,646,43
2001-05-24,465,435,55
2001-05-25,375,526,54
2001-05-29,421,500,34
2001-05-30,284,615,56
2001-05-31,556,337,62
2001-06-01,550,345,60
2001-06-04,608,298,49
2001-06-05,641,259,55
2001-06-06,323,581,51
2001-06-07,497,413,45
2001-06-08,365,539,51
2001-06-11,332,585,38
2001-06-12,463,443,49
2001-06-13,436,482,37
2001-06-14,217,694,44
2001-06-15,403,503,49
2001-06-18,363,546,48
2001-06-19,434,478,46
2001-06-20,576,337,45
2001-06-21,536,377,46
2001-06-22,337,573,49
2001-06-25,340,562,57
2001-06-26,525,391,43
2001-06-27,505,396,58
2001-06-28,594,318,50
2001-06-29,579,333,50
2001-07-02,478,441,43
2001-07-03,466,438,58
2001-07-05,378,530,54
2001-07-06,232,669,61
2001-07-09,499,415,48
2001-07-10,322,596,44
2001-07-11,393,526,43
2001-07-12,625,291,47
2001-07-13,541,367,55
2001-07-16,335,580,48
2001-07-17,597,317,49
2001-07-18,370,549,44
2001-07-19,573,341,49
2001-07-20,441,474,49
2001-07-23,318,612,35
2001-07-24,236,677,52
2001-07-25,578,333,54
2001-07-26,585,337,44
2001-07-27,510,400,56
2001-07-30,484,429,56
2001-07-31,597,328,44
2001-08-01,554,380,36
2001-08-02,526,389,55
2001-08-03,413,502,56
2001-08-06,297,616,58
2001-08-07,532,383,57
2001-08-08,295,621,56
2001-08-09,506,409,57
2001-08-10,582,333,57
2001-08-13,499,424,49
2001-08-14,564,348,60
2001-08-15,489,427,56
2001-08-16,532,385,55
2001-08-17,291,634,47
2001-08-20,548,370,54
2001-08-21,380,545,47
2001-08-22,608,320,44
2001-08-23,396,521,55
2001-08-24,599,311,62
2001-08-27,359,557,56
2001-08-28,269,656,47
2001-08-29,400,514,58
2001-08-30,274,638,60
2001-08-31,484,424,64
2001-09-04,492,415,65
2001-09-05,377,548,47
2001-09-06,252,670,50
2001-09-07,219,698,55
2001-09-10,337,593,42
2001-09-17,140,807,25
2001-09-18,346,589,37
2001-09-19,199,740,33
2001-09-20,115,828,29
2001-09-21,253,690,29
2001-09-24,755,186,31
2001-09-25,566,370,36
2001-09-26,410,519,43
2001-09-27,609,315,48
2001-09-28,797,143,32
2001-10-01,331,598,43
2001-10-02,621,308,43
2001-10-03,654,277,41
2001-10-04,511,410,52
2001-10-05,452,476,45
2001-10-08,307,604,62
2001-10-09,431,491,51
2001-10-10,727,208,38
2001-10-11,614,309,50
2001-10-12,316,611,46
2001-10-15,461,454,58
2001-10-16,620,304,49
2001-10-17,306,628,39
2001-10-18,279,648,46
2001-10-19,521,390,62
2001-10-22,604,321,48
2001-10-23,450,476,48
2001-10-24,420,511,43
2001-10-25,587,331,56
2001-10-26,587,338,49
2001-10-29,254,676,44
2001-10-30,269,659,46
2001-10-31,576,351,48
2001-11-01,703,226,46
2001-11-02,506,403,66
2001-11-05,616,305,54
2001-11-06,622,296,57
2001-11-07,451,491,33
2001-11-08,491,432,52
2001-11-09,438,472,65
2001-11-12,427,494,54
2001-11-13,695,242,38
2001-11-14,568,354,55
2001-11-15,435,500,42
2001-11-16,515,418,44
2001-11-19,575,348,54
2001-11-20,384,548,46
2001-11-21,368,552,58
2001-11-23,736,179,63
2001-11-26,507,428,43
2001-11-27,387,537,54
2001-11-28,289,647,42
2001-11-29,645,283,52
2001-11-30,462,464,55
2001-12-03,368,567,46
2001-12-04,689,242,51
2001-12-05,688,255,39
2001-12-06,462,473,47
2001-12-07,441,485,56
2001-12-10,222,720,40
2001-12-11,486,446,50
2001-12-12,443,492,47
2001-12-13,297,635,50
2001-12-14,561,378,45
2001-12-17,588,342,54
2001-12-18,651,290,44
2001-12-19,468,473,44
2001-12-20,351,589,46
2001-12-21,617,328,41
2001-12-24,545,368,73
2001-12-26,617,309,60
2001-12-27,626,316,44
2001-12-28,615,322,49
2001-12-31,416,527,43
2002-01-02,432,510,44
2002-01-03,620,314,52
2002-01-04,590,350,46
2002-01-07,375,560,51
2002-01-08,482,467,37
2002-01-09,412,533,41
2002-01-10,459,494,33
2002-01-11,345,601,40
2002-01-14,332,616,38
2002-01-15,581,353,52
2002-01-16,277,660,49
2002-01-17,639,295,52
2002-01-18,347,585,54
2002-01-22,425,505,56
2002-01-23,633,292,61
2002-01-24,539,404,43
2002-01-25,496,448,42
2002-01-28,510,417,59
2002-01-29,241,694,51
2002-01-30,634,307,46
2002-01-31,679,251,57
2002-02-01,407,535,45
2002-02-04,243,698,46
2002-02-05,435,492,60
2002-02-06,340,587,61
2002-02-07,402,531,55
2002-02-08,683,261,44
2002-02-11,675,266,47
2002-02-12,434,491,63
2002-02-13,654,288,46
2002-02-14,457,482,50
2002-02-15,459,477,53
2002-02-19,243,702,44
2002-02-20,627,312,50
2002-02-21,324,616,49
2002-02-22,626,309,54
2002-02-25,597,338,54
2002-02-26,551,388,51
2002-02-27,578,360,53
2002-02-28,494,443,54
2002-03-01,701,249,41
2002-03-04,704,244,43
2002-03-05,420,520,51
2002-03-06,731,214,47
2002-03-07,429,525,38
2002-03-08,510,428,54
2002-03-11,493,439,60
2002-03-12,450,500,42
2002-03-13,365,585,42
2002-03-14,568,377,47
2002-03-15,589,348,55
2002-03-18,540,409,43
2002-03-19,568,378,46
2002-03-20,282,674,36
2002-03-21,534,414,44
2002-03-22,391,551,53
2002-03-25,260,686,49
2002-03-26,656,301,38
2002-03-27,653,289,53
2002-03-28,516,440,40
2002-04-01,446,504,46
2002-04-02,442,504,50
2002-04-03,307,647,42
2002-04-04,551,395,50
2002-04-05,576,379,41
2002-04-08,589,367,40
2002-04-09,543,401,53
2002-04-10,748,205,44
2002-04-11,250,715,32
2002-04-12,675,282,40
2002-04-15,359,592,46
2002-04-16,708,246,43
2002-04-17,439,506,52
2002-04-18,439,507,51
2002-04-19,543,406,48
2002-04-22,311,643,43
2002-04-23,450,507,40
2002-04-24,414,540,43
2002-04-25,511,442,44
2002-04-26,339,608,50
2002-04-29,392,560,47
2002-04-30,723,231,45
2002-05-01,616,334,49
2002-05-02,574,365,60
2002-05-03,484,456,59
2002-05-06,271,678,50
2002-05-07,429,518,52
2002-05-08,639,324,36
2002-05-09,298,653,48
2002-05-10,300,658,41
2002-05-13,657,301,42
2002-05-14,691,256,53
2002-05-15,516,445,39
2002-05-16,423,529,48
2002-05-17,571,381,48
2002-05-20,310,641,49
2002-05-21,288,669,43
2002-05-22,486,457,57
2002-05-23,687,270,43
2002-05-24,305,646,49
2002-05-28,388,558,55
2002-05-29,392,566,43
2002-05-30,417,536,48
2002-05-31,605,352,45
2002-06-03,192,771,39
2002-06-04,379,578,45
2002-06-05,552,400,50
2002-06-06,225,729,48
2002-06-07,593,352,57
2002-06-10,507,451,45
2002-06-11,324,646,33
2002-06-12,479,480,44
2002-06-13,321,634,48
2002-06-14,438,512,54
2002-06-17,769,202,33
2002-06-18,511,454,39
2002-06-19,313,641,50
2002-06-20,423,530,51
2002-06-21,398,564,42
2002-06-24,387,570,47
2002-06-25,374,586,44
2002-06-26,409,560,35
2002-06-27,670,290,47
2002-06-28,631,344,32
2002-07-01,303,672,32
2002-07-02,172,804,31
2002-07-03,361,605,41
2002-07-05,838,126,43
2002-07-08,326,643,38
2002-07-09,326,634,47
2002-07-10,171,801,35
2002-07-11,330,644,33
2002-07-12,345,623,39
2002-07-15,265,701,41
2002-07-16,325,640,42
2002-07-17,552,401,54
2002-07-18,249,718,40
2002-07-19,179,802,27
2002-07-22,156,822,30
2002-07-23,160,817,31
2002-07-24,741,247,20
2002-07-25,561,410,37
2002-07-26,613,357,38
2002-07-29,862,118,28
2002-07-30,477,484,48
2002-07-31,491,485,34
2002-08-01,336,644,30
2002-08-02,211,767,32
2002-08-05,175,810,27
2002-08-06,816,155,41
2002-08-07,700,273,39
2002-08-08,724,233,55
2002-08-09,551,418,43
2002-08-12,415,557,40
2002-08-13,260,718,34
2002-08-14,765,212,35
2002-08-15,607,351,54
2002-08-16,542,411,59
2002-08-19,703,272,37
2002-08-20,322,649,41
2002-08-21,711,257,44
2002-08-22,629,348,35
2002-08-23,209,766,37
2002-08-26,736,232,45
2002-08-27,307,663,43
2002-08-28,250,722,41
2002-08-29,532,419,62
2002-08-30,506,447,60
2002-09-03,149,838,27
2002-09-04,731,240,43
2002-09-05,275,687,52
2002-09-06,739,221,54
2002-09-09,593,368,53
2002-09-10,525,437,52
2002-09-11,547,412,55
2002-09-12,186,785,43
2002-09-13,551,412,53
2002-09-16,421,537,58
2002-09-17,205,760,51
2002-09-18,356,608,52
2002-09-19,165,815,36
2002-09-20,557,412,47
2002-09-23,243,733,40
2002-09-24,239,730,47
2002-09-25,745,228,43
2002-09-26,777,203,36
2002-09-27,193,779,44
2002-09-30,427,549,40
2002-10-01,732,245,39
2002-10-02,236,737,43
2002-10-03,411,559,46
2002-10-04,193,783,40
2002-10-07,192,788,37
2002-10-08,546,427,44
2002-10-09,130,852,35
2002-10-10,716,268,33
2002-10-11,792,193,32
2002-10-14,486,468,64
2002-10-15,794,196,28
2002-10-16,192,792,34
2002-10-17,749,240,30
2002-10-18,450,521,48
2002-10-21,634,337,48
2002-10-22,263,723,33
2002-10-23,666,304,50
2002-10-24,385,578,57
2002-10-25,704,271,45
2002-10-28,367,613,40
2002-10-29,426,554,40
2002-10-30,660,318,46
2002-10-31,523,449,52
2002-11-01,742,233,49
2002-11-04,587,395,42
2002-11-05,492,481,51
2002-11-06,666,306,52
2002-11-07,257,728,39
2002-11-08,384,598,42
2002-11-11,198,758,68
2002-11-12,633,339,52
2002-11-13,473,508,43
2002-11-14,774,207,43
2002-11-15,578,401,45
2002-11-18,361,619,44
2002-11-19,404,573,47
2002-11-20,724,256,44
2002-11-21,680,294,50
2002-11-22,483,492,49
2002-11-25,554,426,44
2002-11-26,272,714,38
2002-11-27,839,151,35
2002-11-29,452,510,63
2002-12-02,536,444,45
2002-12-03,290,689,46
2002-12-04,481,496,48
2002-12-05,338,637,50
2002-12-06,611,369,45
2002-12-09,216,773,36
2002-12-10,694,280,51
2002-12-11,538,441,46
2002-12-12,522,454,49
2002-12-13,266,704,55
2002-12-16,753,225,47
2002-12-17,308,671,47
2002-12-18,278,700,48
2002-12-19,425,563,38
2002-12-20,672,314,40
2002-12-23,529,445,53
2002-12-24,413,533,81
2002-12-26,564,407,56
2002-12-27,256,736,36
2002-12-30,603,390,35
2002-12-31,624,356,48
2003-01-02,815,178,35
2003-01-03,481,489,58
2003-01-06,755,248,25
2003-01-07,296,700,32
2003-01-08,271,706,51
2003-01-09,735,258,35
2003-01-10,473,511,44
2003-01-13,467,516,45
2003-01-14,573,413,42
2003-01-15,348,643,37
2003-01-16,507,477,44
2003-01-17,264,724,44
2003-01-21,245,742,45
2003-01-22,314,668,50
2003-01-23,662,322,48
2003-01-24,163,832,37
2003-01-27,172,823,37
2003-01-28,683,315,34
2003-01-29,561,423,48
2003-01-30,281,712,39
2003-01-31,774,213,46
2003-02-03,508,480,45
2003-02-04,385,602,46
2003-02-05,401,586,46
2003-02-06,315,667,51
2003-02-07,253,731,49
2003-02-10,599,390,44
2003-02-11,383,607,43
2003-02-12,257,734,42
2003-02-13,431,551,51
2003-02-14,658,323,52
2003-02-18,788,209,36
2003-02-19,338,640,55
2003-02-20,431,556,46
2003-02-21,732,260,41
2003-02-24,262,723,48
2003-02-25,619,367,47
2003-02-26,323,669,41
2003-02-27,723,258,52
2003-02-28,579,395,59
2003-03-03,451,530,52
2003-03-04,284,696,53
2003-03-05,545,437,51
2003-03-06,324,649,60
2003-03-07,570,415,48
2003-03-10,165,827,41
2003-03-11,382,596,55
2003-03-12,387,591,55
2003-03-13,784,219,30
2003-03-14,538,427,68
2003-03-17,813,184,36
2003-03-18,565,421,47
2003-03-19,579,401,53
2003-03-20,577,405,51
2003-03-21,763,237,33
2003-03-24,157,842,34
2003-03-25,755,240,38
2003-03-26,350,649,34
2003-03-27,490,498,45
2003-03-28,514,472,47
2003-03-31,336,656,41
2003-04-01,717,270,48
2003-04-02,763,236,36
2003-04-03,412,581,42
2003-04-04,515,455,65
2003-04-07,643,351,41
2003-04-08,415,569,51
2003-04-09,375,617,43
2003-04-10,583,386,66
2003-04-11,447,528,61
2003-04-14,812,188,36
2003-04-15,659,329,48
2003-04-16,392,610,34
2003-04-17,791,199,46
2003-04-21,555,427,54
2003-04-22,772,228,36
2003-04-23,613,377,46
2003-04-24,335,650,51
2003-04-25,311,686,39
2003-04-28,810,181,46
2003-04-29,564,423,50
2003-04-30,607,390,40
2003-05-01,489,508,41
2003-05-02,816,186,36
2003-05-05,554,434,51
2003-05-06,711,288,40
2003-05-07,432,558,49
2003-05-08,392,606,41
2003-05-09,795,199,45
2003-05-12,752,243,44
2003-05-13,468,524,47
2003-05-14,465,525,49
2003-05-15,653,349,37
2003-05-16,466,536,37
2003-05-19,220,786,33
2003-05-20,585,402,52
2003-05-21,589,404,46
2003-05-22,681,314,44
2003-05-23,634,345,60
2003-05-27,747,254,38
2003-05-28,578,414,47
2003-05-29,505,491,43
2003-05-30,807,199,34
2003-06-02,651,344,45
2003-06-03,528,463,49
2003-06-04,806,198,36
2003-06-05,631,372,37
2003-06-06,476,526,38
2003-06-09,256,750,35
2003-06-10,737,263,41
2003-06-11,763,242,36
2003-06-12,615,383,43
2003-06-13,295,707,39
2003-06-16,802,204,35
2003-06-17,471,524,46
2003-06-18,372,636,34
2003-06-19,272,732,38
2003-06-20,449,541,52
2003-06-23,176,828,38
2003-06-24,526,466,50
2003-06-25,506,488,48
2003-06-26,685,317,41
2003-06-27,424,580,40
2003-06-30,497,493,54
2003-07-01,597,396,51
2003-07-02,821,185,39
