Date,AD_Line,SPY_Close,AD_Line_Pct_Change,SPY_Pct_Change,Rolling_Corr,Potential_Divergence,Opposite_Direction,Divergence
2024-04-24,56,499.0582275390625,inf,-0.0004746680898967126,,0,1,0
2024-04-25,-63,497.162353515625,-2.125,-0.003798903452181035,,0,0,0
2024-04-26,-33,501.8724365234375,-0.47619047619047616,0.009473933363026488,,0,1,0
2024-04-29,190,503.6498107910156,-6.757575757575758,0.003541486119242432,,0,1,0
2024-04-30,-194,495.67132568359375,-2.0210526315789474,-0.015841334467873835,,0,0,0
2024-05-01,-218,494.06182861328125,0.12371134020618557,-0.003247105464680211,,0,1,0
2024-05-02,-4,498.6829833984375,-0.981651376146789,0.009353393679748079,,0,1,0
2024-05-03,250,504.8643493652344,-63.5,0.012395381780769599,,0,1,0
2024-05-06,523,510.0779724121094,1.092,0.010326779962637644,,0,0,0
2024-05-07,670,510.6408386230469,0.2810707456978967,0.0011034905276849916,,0,0,0
2024-05-08,665,510.69012451171875,-0.007462686567164201,9.651771841201473e-05,,0,1,0
2024-05-09,991,513.6326904296875,0.49022556390977434,0.00576194012128628,,0,0,0
2024-05-10,1099,514.2943725585938,0.1089808274470232,0.0012882399061335814,,0,0,0
2024-05-13,1029,514.3634033203125,-0.06369426751592355,0.00013422422138376078,,0,1,0
2024-05-14,1160,516.723388671875,0.12730806608357637,0.004588167308032354,,0,0,0
2024-05-15,1387,523.1219482421875,0.19568965517241388,0.012382949389534215,,0,0,0
2024-05-16,1340,522.045654296875,-0.03388608507570301,-0.002057443678150195,,0,0,0
2024-05-17,1432,522.7960815429688,0.06865671641791038,0.0014374743663070344,,0,0,0
2024-05-20,1370,523.3984985351562,-0.04329608938547491,0.0011522982161793482,,0,1,0
2024-05-21,1375,524.6820678710938,0.0036496350364962904,0.0024523748912728127,,0,0,0
2024-05-22,1231,523.17138671875,-0.10472727272727278,-0.0028792315286728654,,0,0,0
2024-05-23,843,519.3499755859375,-0.3151909017059301,-0.007304319826777594,,0,0,0
2024-05-24,1062,522.7862548828125,0.25978647686832734,0.006616500353154198,,0,0,0
2024-05-28,832,523.151611328125,-0.21657250470809797,0.0006988639083373993,,0,1,0
2024-05-29,448,519.4882202148438,-0.46153846153846156,-0.00700254196671779,,0,0,0
2024-05-30,668,516.0420532226562,0.4910714285714286,-0.006633773121481501,,0,1,0
2024-05-31,1005,520.7422485351562,0.5044910179640718,0.009108163342788744,,0,0,0
2024-06-03,850,521.1668090820312,-0.154228855721393,0.0008152988317526866,,0,1,0
2024-06-04,812,521.7494506835938,-0.04470588235294115,0.0011179560774192687,,0,1,0
2024-06-05,960,527.9505004882812,0.18226600985221686,0.011885110365833507,,0,0,0
2024-06-06,861,527.9406127929688,-0.10312500000000002,-1.87284514425734e-05,,0,0,0
2024-06-07,740,527.2987670898438,-0.14053426248548195,-0.0012157536048030826,,0,0,0
